Timestamp,#_slices,req_bw_per_slice,req_ue_per_slice,req_per_second,ul_per_app,dl_per_app,pdu_per_slice,latency_per_app,packet_loss_per_app,rtt_per_app,jitter_per_app,aggr_cpu,aggr_mem,aggr_disk,aggr_link_bw
1648909208,3,100,337,36,14,17,708,22.1,1.4,55.2,7.4,39.3,126.5,800,522.1
1648909238,3,100,337,36,10,14,655,20.9,0.7,37.6,7,38.3,124.3,775.5,505.6
1648909268,3,100,337,34,10,20,779,17.6,0.3,30.1,5.9,39.1,126.1,795.6,519.1
1648909298,3,100,337,36,8,12,585,19.6,0.4,35.9,6.5,37.6,122.8,758.3,494
1648909328,3,100,337,34,13,18,634,15.4,0.3,30.6,5.1,38.9,125.6,789.9,515.3
1648909358,3,100,337,34,7,13,568,20.2,1.1,33.1,6.7,37.3,122.3,753.1,490.5
1648909388,3,100,337,35,12,16,675,13.9,0.4,31.3,4.6,38.8,125.4,788,514
1648909418,3,100,337,37,13,18,693,20.8,0.9,41.4,6.9,39.4,126.7,802.6,523.9
1648909448,3,100,337,37,8,21,747,22.7,1.3,35.5,7.6,39.2,126.4,798.5,521.1
1648909478,3,100,337,35,9,18,764,28.7,1,46.1,9.6,38.9,125.7,791,516
1648909508,3,100,337,34,13,17,772,18.1,0.2,40.1,6,39.3,126.5,799.5,521.8
1648909538,3,100,337,34,13,16,667,19.5,0,45.9,6.5,38.8,125.4,788,514
1648909568,3,100,337,36,13,17,705,14.3,0,23.2,4.8,39.2,126.4,798.7,521.2
1648909598,3,100,337,36,9,22,799,23.5,1.2,41.7,7.8,39.6,127.1,806.1,526.2
1648909628,3,100,337,36,10,12,578,12.5,0.2,30.9,4.2,38,123.7,768.3,500.7
1648909658,3,100,337,37,10,16,601,19.7,0.2,31.7,6.6,38.6,124.9,782.4,510.2
1648909688,3,100,337,35,14,22,766,29.5,0.8,48.7,9.8,40.1,128.2,818.8,534.8
1648909718,3,100,337,37,13,17,736,15.9,0.5,35.5,5.3,39.6,127.1,806.1,526.2
1648909748,3,100,337,36,13,14,663,17.7,0.1,26.6,5.9,38.9,125.6,790.1,515.4
1648909778,3,100,337,37,9,17,803,19.6,0.1,48.5,6.5,39.3,126.4,799.2,521.6
1648909808,3,100,337,37,6,14,514,13.5,0.4,33.5,4.5,37.5,122.7,757.3,493.3
1648909838,3,100,337,37,11,17,579,19.5,0,32.9,6.5,38.7,125.3,786.1,512.7
1648909868,3,100,337,35,10,20,663,16.3,0.3,37.3,5.4,39,125.8,792.3,516.9
1648909898,3,100,337,37,6,12,522,13.3,0.1,31.3,4.4,37.3,122.3,753.2,490.6
1648909928,3,100,337,36,6,14,526,18.7,0,34.7,6.2,37.5,122.8,758,493.8
1648909958,3,100,337,35,6,11,532,18.8,0,43,6.3,37.2,121.9,748.8,487.6
1648909988,3,100,337,34,10,12,535,18.2,0.3,41.6,6.1,37.7,123.1,761.7,496.3
1648910018,3,100,337,37,11,19,627,13,0.5,23,4.3,39.2,126.3,797.2,520.2
1648910048,3,100,337,36,10,18,606,14.1,0.2,21.4,4.7,38.8,125.4,787.3,513.5
1648910078,3,100,337,35,14,21,725,26.4,1.4,46.3,8.8,39.9,127.9,815,532.2
1648910108,3,100,337,36,10,18,691,17.1,0.2,38,5.7,39.1,126,794.7,518.5
1648910138,3,100,337,35,11,20,661,14.4,0.4,22.8,4.8,39.2,126.3,797.5,520.4
1648910168,3,100,337,35,14,22,831,28.4,0.9,64.5,9.5,40.4,128.9,826.6,540.1
1648910198,3,100,337,35,12,19,688,24.4,0.9,52.6,8.1,39.3,126.6,800.6,522.5
1648910228,3,100,337,34,15,20,760,15.4,0.5,36.9,5.1,40.1,128.2,818.5,534.6
1648910258,3,100,337,36,8,15,540,19.8,0.4,35.1,6.6,38.1,123.8,770.1,502
1648910288,3,100,337,35,8,13,594,18,0.1,33.6,6,37.9,123.6,767.5,500.2
1648910318,3,100,337,37,13,19,793,17.2,0.1,41.2,5.7,40.1,128.3,820.1,535.7
1648910348,3,100,337,36,11,22,790,28.8,1,61.7,9.6,40.1,128.1,818.2,534.3
1648910378,3,100,337,37,15,19,760,28.3,0.8,51.4,9.4,40.3,128.6,823.6,538
1648910408,3,100,337,37,8,20,695,15,0.4,32.8,5,39.2,126.3,798.1,520.8
1648910438,3,100,337,36,10,13,583,11.7,0.2,21.3,3.9,38.3,124.3,775.5,505.5
1648910468,3,100,337,34,11,14,563,11.8,0.1,24.2,3.9,38.2,124.2,774.3,504.7
1648910498,3,100,337,36,10,24,823,29.4,0.8,54.6,9.8,40.2,128.5,822.6,537.4
1648910528,3,100,337,36,13,18,766,17.2,0.1,31.5,5.7,39.9,127.9,815,532.2
1648910558,3,100,337,35,12,22,805,31.1,1,77.5,10.4,40.2,128.5,822.3,537.1
1648910588,3,100,337,35,10,16,564,15.6,0.4,28.9,5.2,38.5,124.8,780.6,509
1648910618,3,100,337,36,8,16,588,12.5,0.3,24.9,4.2,38.4,124.6,778.9,507.8
1648910648,3,100,337,37,11,14,550,19.7,0,45.5,6.6,38.6,125,782.8,510.5
1648910678,3,100,337,35,11,15,651,22.3,0.5,37.3,7.4,38.8,125.5,789,514.7
1648910708,3,100,337,36,8,14,528,20.8,1.4,36.1,6.9,38,123.7,768.9,501.1
1648910738,3,100,337,37,10,21,734,21.1,0.6,42.4,7,39.8,127.6,812.4,530.4
1648910768,3,100,337,35,15,20,828,27.5,1.3,51.6,9.2,40.5,129.1,829.1,541.7
1648910798,3,100,337,37,14,17,760,18.8,0.1,42.4,6.3,40,128.1,817.8,534.1
1648910828,3,100,337,35,9,17,771,26.5,1.4,62.1,8.8,39.3,126.5,800,522.1
1648910858,3,100,337,35,7,19,633,19.5,0.2,36.4,6.5,38.7,125.3,786.4,512.9
1648910888,3,100,337,37,11,14,583,16.8,0.3,28.9,5.6,38.8,125.4,787.9,513.9
1648910918,3,100,337,34,8,14,604,17.2,0.2,36.1,5.7,38.2,124.1,772.6,503.6
1648910948,3,100,337,35,12,17,652,17.2,0.4,34,5.7,39.3,126.4,799.2,521.5
1648910978,3,100,337,34,11,15,702,26.3,0.6,56.1,8.8,39,125.9,793.1,517.4
1648911008,3,100,337,35,10,15,535,19.6,0.4,29.9,6.5,38.4,124.5,777.9,507.2
1648911038,3,100,337,34,7,14,544,11.4,0.4,23,3.8,37.8,123.3,764.2,497.9
1648911068,3,100,337,34,12,20,772,27.2,0.5,63.8,9.1,39.9,127.8,814.3,531.7
1648911098,3,100,337,37,14,17,745,27.2,0.7,52.5,9.1,40.1,128.2,818.7,534.7
1648911128,3,100,337,35,9,15,697,16.2,0.1,24.6,5.4,38.9,125.7,790.9,516
1648911158,3,100,337,37,9,16,638,20.1,0.6,32.7,6.7,39,125.9,793.2,517.5
1648911188,3,100,337,35,8,13,594,13.8,0.1,26.7,4.6,38.2,124.2,774,504.6
1648911218,3,100,337,37,8,13,558,19.2,0.4,32,6.4,38.3,124.4,775.9,505.8
1648911248,3,100,337,37,9,14,515,13.1,0.3,32.3,4.4,38.4,124.5,777.7,507.1
1648911278,3,100,337,34,10,15,719,20.1,1.3,40.7,6.7,39,125.9,793.5,517.7
1648911308,3,100,337,37,13,19,671,13.6,0.1,21.9,4.5,40,127.9,816,532.9
1648911338,3,100,337,37,13,22,774,19.5,0.1,32.8,6.5,40.6,129.4,832.1,543.7
1648911368,3,100,337,35,9,17,563,17.1,0.3,37.9,5.7,38.6,125.1,784,511.3
1648911398,3,100,337,35,8,17,619,21.6,0.6,53.1,7.2,38.7,125.2,785.7,512.5
1648911428,3,100,337,35,8,19,679,24.9,0.6,57.6,8.3,39.2,126.3,797.9,520.7
1648911458,3,100,337,37,10,16,599,16.1,0.3,31.2,5.4,39.1,126.1,795.1,518.8
1648911488,3,100,337,35,6,12,534,11.9,0.1,27.8,4,37.7,123.1,762.2,496.6
1648911518,3,100,337,37,8,14,591,12.6,0.5,29.9,4.2,38.6,125,783.3,510.8
1648911548,3,100,337,37,13,19,665,15.7,0.4,31.7,5.2,40,128.1,817.6,534
1648911578,3,100,337,35,11,17,585,20.8,0.7,32.3,6.9,39.1,126,794.5,518.4
1648911608,3,100,337,37,14,22,772,30.2,0.9,73.7,10.1,40.9,129.8,837.3,547.2
1648911638,3,100,337,37,12,23,809,26,1.3,46.2,8.7,40.8,129.8,836.5,546.7
1648911668,3,100,337,35,11,18,578,13,0.3,20.7,4.3,39.1,126.2,796.2,519.6
1648911698,3,100,337,35,8,14,524,14,0.5,23.5,4.7,38.1,124.1,772.4,503.5
1648911728,3,100,337,36,11,18,600,23.8,0.8,35.9,7.9,39.4,126.8,802.8,524
1648911758,3,100,337,36,12,16,774,16.6,0,37.1,5.5,40,128,816.4,533.1
1648911788,3,100,337,37,12,17,656,15.1,0.4,31.6,5,39.8,127.5,811,529.5
1648911818,3,100,337,35,9,12,519,14.1,0.2,31.9,4.7,38.2,124.1,772.6,503.6
1648911848,3,100,337,36,14,24,810,25.3,0.9,48.3,8.4,41.2,130.5,845,552.4
1648911878,3,100,337,35,13,17,762,19.2,0.2,43.3,6.4,40.1,128.2,818.4,534.5
1648911908,3,100,337,37,6,14,533,19.8,0.3,31.3,6.6,38.2,124.2,774,504.6
1648911938,3,100,337,35,12,17,685,19.8,0.2,35.7,6.6,39.7,127.3,808.5,527.8
1648911968,3,100,337,37,11,16,723,16.1,0.2,39.7,5.4,39.8,127.5,811.3,529.7
1648911998,3,100,337,36,8,19,629,20.5,0.7,32.3,6.8,39.2,126.3,798.2,520.9
1648912028,3,100,337,34,9,18,586,18.6,0.3,36,6.2,39,125.8,792.4,516.9
1648912058,3,100,337,34,9,14,659,18.3,0.3,45.1,6.1,38.8,125.5,789.2,514.8
1648912088,3,100,337,36,13,17,752,17.9,0.1,43.2,6,40.2,128.5,822.2,537.1
1648912118,3,100,337,36,15,19,789,28.2,1.3,61.1,9.4,40.8,129.8,836.6,546.7
1648912148,3,100,337,36,14,21,723,15.2,0.4,35.1,5.1,40.7,129.4,832.4,543.9
1648912178,3,100,337,34,10,11,518,12.1,0.5,25.5,4,38.2,124.1,772.9,503.8
1648912208,3,100,337,36,11,20,745,26.9,0.8,46.6,9,40.2,128.5,822.4,537.2
1648912238,3,100,337,37,15,19,812,24,0.7,45.9,8,41,130.2,841.1,549.8
1648912268,3,100,337,37,14,18,815,25.2,0.8,46,8.4,40.8,129.7,835.8,546.2
1648912298,3,100,337,37,16,23,778,17.4,0.2,41.5,5.8,41.4,131.1,850.9,556.4
1648912328,3,100,337,36,8,13,550,21.9,1,45.6,7.3,38.5,124.8,781.3,509.5
1648912358,3,100,337,36,11,21,699,22.1,1.2,43.2,7.4,40.3,128.6,822.9,537.5
1648912388,3,100,337,35,9,18,745,23.8,0.6,55.5,7.9,39.8,127.5,810.9,529.4
1648912418,3,100,337,35,14,18,756,20.7,0.6,42.5,6.9,40.5,129,827.7,540.8
1648912448,3,100,337,34,14,23,812,21.8,0.6,39.9,7.3,41.1,130.3,842,550.5
1648912478,3,100,337,35,9,18,629,15.3,0.3,32.4,5.1,39.3,126.6,800.8,522.6
1648912508,3,100,337,34,11,19,786,28.1,1.3,69.7,9.4,40.2,128.4,820.7,536
1648912538,3,100,337,37,7,17,592,22,1.2,43.6,7.3,39,126,793.8,517.9
1648912568,3,100,337,36,10,19,734,16.7,0.5,29,5.6,40.1,128.1,818,534.2
1648912598,3,100,337,35,10,15,600,18,0.3,38.3,6,39.1,126,794.3,518.2
1648912628,3,100,337,34,11,13,581,22.1,0.9,48.6,7.4,38.9,125.7,790.7,515.8
1648912658,3,100,337,37,7,16,654,13.9,0,25.5,4.6,39.3,126.4,799,521.4
1648912688,3,100,337,34,11,19,766,29.4,1.3,68.2,9.8,40.2,128.4,821.1,536.3
1648912718,3,100,337,36,13,21,775,23.8,1.1,40.2,7.9,40.9,129.9,838,547.8
1648912748,3,100,337,35,8,15,708,25.1,0.9,53.6,8.4,39.3,126.5,799.4,521.7
1648912778,3,100,337,35,6,13,527,18.3,0,33.5,6.1,38.2,124.1,772.5,503.6
1648912808,3,100,337,35,13,20,798,18.4,0.1,34.1,6.1,40.8,129.6,835.1,545.8
1648912838,3,100,337,35,9,22,802,29.8,0.7,45.4,9.9,40.5,129,827.5,540.7
1648912868,3,100,337,37,10,14,580,14.2,0.1,28.1,4.7,39.2,126.3,797.3,520.3
1648912898,3,100,337,37,8,16,613,21.1,1.4,45.7,7,39.2,126.4,798.6,521.1
1648912928,3,100,337,36,10,22,759,16.1,0.3,30.1,5.4,40.6,129.3,831.6,543.4
1648912958,3,100,337,34,10,18,619,19.4,0.4,45.4,6.5,39.5,126.9,804.9,525.4
1648912988,3,100,337,36,11,15,673,22.9,1.4,38.2,7.6,39.7,127.5,810.6,529.3
1648913018,3,100,337,35,12,16,584,12.1,0.5,21.3,4,39.6,127,805.9,526.1
1648913048,3,100,337,36,11,15,624,13.3,0.4,26.6,4.4,39.6,127.1,806.3,526.4
1648913078,3,100,337,36,8,15,550,17,0.3,28.9,5.7,38.9,125.7,790.4,515.6
1648913108,3,100,337,37,13,17,732,26.6,0.7,50.4,8.9,40.5,129.1,829.4,541.9
1648913138,3,100,337,37,12,18,811,23.9,1.1,36.7,8,40.8,129.7,835.5,546
1648913168,3,100,337,37,17,17,821,32.6,1.2,52.7,10.9,41.4,131,849.9,555.7
1648913198,3,100,337,36,13,15,656,19.3,0.1,47.2,6.4,40,127.9,815.5,532.5
1648913228,3,100,337,35,8,15,627,22.7,0.5,53.3,7.6,39.2,126.2,796.7,519.9
1648913258,3,100,337,37,9,18,702,23.8,0.5,39.4,7.9,40.1,128.2,818.6,534.6
1648913288,3,100,337,35,10,13,565,19.7,0.2,48.4,6.6,39,125.9,792.9,517.3
1648913318,3,100,337,37,16,21,772,25.5,0.6,50.1,8.5,41.6,131.3,854.2,558.6
1648913348,3,100,337,36,16,22,819,21.4,1.3,42.7,7.1,41.7,131.7,858.1,561.3
1648913378,3,100,337,37,14,18,824,31.3,1.5,48.4,10.4,41.2,130.5,845.1,552.5
1648913408,3,100,337,37,11,17,814,28,0.8,58.6,9.3,40.7,129.4,832.3,543.9
1648913438,3,100,337,36,11,15,572,21.2,1.1,51.5,7.1,39.5,126.9,804,524.8
1648913468,3,100,337,37,11,13,582,13.8,0,25.9,4.6,39.4,126.7,802.6,523.8
1648913498,3,100,337,36,15,22,746,17.4,0.2,30.2,5.8,41.3,130.8,848.6,554.9
1648913528,3,100,337,35,11,17,713,26.6,0.8,47,8.9,40.2,128.4,820.7,536
1648913558,3,100,337,37,11,18,705,27.5,1.3,50.9,9.2,40.4,129,827.4,540.6
1648913588,3,100,337,35,12,19,678,15,0.4,34.1,5,40.4,128.8,825.6,539.3
1648913618,3,100,337,34,13,18,724,28.4,1.1,62,9.5,40.5,129,827.9,540.9
1648913648,3,100,337,36,13,23,820,24.4,1.1,43.7,8.1,41.5,131.3,853.2,558
1648913678,3,100,337,34,6,15,527,19.4,0.5,31.1,6.5,38.5,124.8,781.3,509.4
1648913708,3,100,337,35,7,14,557,16,0.4,25,5.3,38.8,125.4,787.2,513.4
1648913738,3,100,337,37,8,11,527,19.9,0.2,41.9,6.6,38.7,125.2,785.6,512.4
1648913768,3,100,337,37,13,22,772,22.4,0.6,48.1,7.5,41.4,130.9,849.1,555.2
1648913798,3,100,337,35,10,17,706,23.6,1.4,46.5,7.9,40,128,816.9,533.5
1648913828,3,100,337,35,10,12,565,13,0.3,23.1,4.3,39.1,126,794.8,518.6
1648913858,3,100,337,37,12,18,717,23.6,0.6,47.5,7.9,40.7,129.5,833.8,544.9
1648913888,3,100,337,35,9,23,827,31.1,0.8,59.5,10.4,41,130.1,840.7,549.5
1648913918,3,100,337,37,11,16,601,18.8,0.5,40.8,6.3,40,127.9,815.7,532.7
1648913948,3,100,337,36,10,13,558,18.7,0.2,31.5,6.2,39.3,126.4,799.1,521.5
1648913978,3,100,337,35,8,15,628,19.4,0.4,33,6.5,39.3,126.6,801.1,522.8
1648914008,3,100,337,36,15,19,766,30.6,0.9,55.8,10.2,41.3,130.7,847.5,554.1
1648914038,3,100,337,36,10,18,687,13.9,0.1,30.1,4.6,40.2,128.5,822.3,537.1
1648914068,3,100,337,37,11,19,701,16.4,0.4,30.6,5.5,40.6,129.3,831.6,543.4
1648914098,3,100,337,37,8,18,711,14.4,0,35.4,4.8,40.2,128.3,820.5,535.9
1648914128,3,100,337,35,11,12,586,13.5,0.3,31.7,4.5,39.4,126.7,802,523.4
1648914158,3,100,337,36,12,15,736,22.4,0.8,54.8,7.5,40.5,129,827.9,540.9
1648914188,3,100,337,35,10,14,544,20.3,1,31.4,6.8,39.3,126.5,799.9,522
1648914218,3,100,337,37,7,20,659,16.1,0,25.3,5.4,40.1,128.3,819.7,535.4
1648914248,3,100,337,35,7,16,524,19.9,0.5,42.5,6.6,39,125.9,793.4,517.6
1648914278,3,100,337,37,11,14,603,19.5,0.4,39.2,6.5,39.9,127.7,813.2,531
1648914308,3,100,337,37,7,15,545,11.6,0.1,21.4,3.9,39.2,126.3,797.8,520.6
1648914338,3,100,337,37,9,25,814,18.2,0.1,40.2,6.1,41.5,131.1,851.5,556.8
1648914368,3,100,337,36,7,17,614,20.9,1.1,44.1,7,39.6,127.1,806.1,526.2
1648914398,3,100,337,35,8,20,687,15.9,0.5,33.2,5.3,40.2,128.3,820.3,535.8
1648914428,3,100,337,35,8,16,528,16.5,0,31.3,5.5,39.3,126.4,799.1,521.5
1648914458,3,100,337,35,10,22,781,22.7,1,45.4,7.6,41.1,130.2,841.8,550.3
1648914488,3,100,337,34,11,22,798,26.1,0.6,40.5,8.7,41.1,130.4,843.9,551.7
1648914518,3,100,337,35,11,14,542,21.6,0.7,44.9,7.2,39.5,127,805.1,525.5
1648914548,3,100,337,34,15,19,739,28.1,1,53.3,9.4,41.2,130.5,844.4,552
1648914578,3,100,337,37,12,16,648,25.1,1.3,47.8,8.4,40.4,128.9,827.3,540.5
1648914608,3,100,337,37,8,17,567,21.3,1.4,38.6,7.1,39.7,127.4,809.9,528.8
1648914638,3,100,337,36,8,15,522,17.9,0.1,36.9,6,39.2,126.4,798.7,521.2
1648914668,3,100,337,35,11,17,636,17.4,0.2,37.7,5.8,40.2,128.3,820.4,535.9
1648914698,3,100,337,37,12,13,604,14.9,0.2,31.5,5,40,128,816.3,533.1
1648914728,3,100,337,34,11,15,534,20.5,1.2,46.8,6.8,39.6,127.1,806.4,526.4
1648914758,3,100,337,37,13,20,660,13.3,0.4,20.8,4.4,41.1,130.4,843.2,551.2
1648914788,3,100,337,35,8,12,590,13.7,0.1,31.7,4.6,39.2,126.2,797.1,520.1
1648914818,3,100,337,37,9,24,814,20.1,1.3,34.1,6.7,41.5,131.3,853.4,558.1
1648914848,3,100,337,35,11,14,650,13.3,0.3,30.2,4.4,40,128,816.6,533.3
1648914878,3,100,337,37,13,16,638,19.8,0.1,47.7,6.6,40.6,129.3,831.7,543.5
1648914908,3,100,337,35,8,16,594,13.6,0.3,31.6,4.5,39.6,127.1,807,526.8
1648914938,3,100,337,37,14,18,746,27.9,0.8,50.5,9.3,41.4,130.9,849.1,555.2
1648914968,3,100,337,35,8,15,710,27.7,0.8,54,9.2,39.9,127.8,814.7,532
1648914998,3,100,337,35,12,17,636,21.4,1,53.4,7.1,40.4,128.8,825.7,539.5
1648915028,3,100,337,36,11,17,659,19.5,0.4,40.6,6.5,40.5,129.1,829.2,541.8
1648915058,3,100,337,34,9,23,753,24.1,1.1,58.6,8,41,130.1,840.3,549.3
1648915088,3,100,337,36,10,14,598,12.5,0.1,30.6,4.2,39.9,127.7,813.6,531.2
1648915118,3,100,337,36,9,13,572,12.1,0.2,19.5,4,39.5,127,805.7,526
1648915148,3,100,337,37,6,14,546,14.4,0.5,34.7,4.8,39.3,126.4,798.8,521.3
1648915178,3,100,337,37,14,16,746,23,1.3,48.9,7.7,41.2,130.7,846.5,553.4
1648915208,3,100,337,36,9,17,638,16.8,0.1,36.2,5.6,40.2,128.4,821,536.3
1648915238,3,100,337,37,11,17,723,27.5,0.6,47.1,9.2,40.9,129.8,837.3,547.3
1648915268,3,100,337,36,9,23,835,27.6,0.7,55.2,9.2,41.5,131.2,852.5,557.5
1648915298,3,100,337,37,6,14,528,11.2,0.5,24.1,3.7,39.2,126.3,797.2,520.2
1648915328,3,100,337,35,14,18,756,22.3,1.4,54.3,7.4,41.4,130.9,849.2,555.3
1648915358,3,100,337,35,12,20,673,18,0.4,44.4,6,41,130.1,840.4,549.4
1648915388,3,100,337,36,8,14,625,16,0.2,26.9,5.3,39.8,127.6,811.7,530
1648915418,3,100,337,34,8,17,628,14.8,0.1,27.7,4.9,39.9,127.8,814.1,531.6
1648915448,3,100,337,37,6,15,551,16,0.4,27.2,5.3,39.5,126.8,803.8,524.6
1648915478,3,100,337,35,13,25,834,29,1,69.5,9.7,42.2,132.7,869.6,569
1648915508,3,100,337,37,11,19,804,22.3,1.1,34.4,7.4,41.4,131.1,851.3,556.7
1648915538,3,100,337,35,8,16,534,19.3,0.4,29.2,6.4,39.6,127.1,806,526.2
1648915568,3,100,337,36,15,17,716,19.3,0.3,47.4,6.4,41.4,130.9,849.1,555.2
1648915598,3,100,337,35,11,17,647,13.5,0.5,32.2,4.5,40.5,129,827.8,540.9
1648915628,3,100,337,37,12,17,824,22.1,1.4,43.1,7.4,41.5,131.3,853.6,558.2
1648915658,3,100,337,37,12,15,564,15.8,0.4,37.7,5.3,40.4,128.8,826.2,539.7
1648915688,3,100,337,37,13,23,768,29.1,1.5,66.6,9.7,42.1,132.4,866.2,566.8
1648915718,3,100,337,37,10,19,649,17.5,0.2,30.4,5.8,40.8,129.8,836.8,546.9
1648915748,3,100,337,36,13,19,727,22.3,1.1,37.2,7.4,41.4,131,850.6,556.2
1648915778,3,100,337,36,11,14,517,12.5,0.4,29,4.2,39.9,127.8,814,531.5
1648915808,3,100,337,35,8,14,649,25.8,1,53.8,8.6,39.9,127.7,813.4,531.1
1648915838,3,100,337,37,11,13,571,18.2,0,40.4,6.1,40.1,128.2,818.8,534.8
1648915868,3,100,337,37,12,16,723,23.5,1.5,42,7.8,41.1,130.3,842.4,550.7
1648915898,3,100,337,36,11,12,516,14.5,0.4,32.9,4.8,39.7,127.3,809.1,528.3
1648915928,3,100,337,37,7,19,615,24.2,1.2,37,8.1,40.4,128.9,826.4,539.9
1648915958,3,100,337,36,11,17,565,17.5,0.5,34.7,5.8,40.5,129,827.5,540.6
1648915988,3,100,337,37,13,20,752,19,0.2,42.6,6.3,41.8,131.9,859.8,562.4
1648916018,3,100,337,36,9,19,729,23.4,0.6,37.3,7.8,41,130.1,840.2,549.2
1648916048,3,100,337,37,8,12,563,16,0.3,38.7,5.3,39.7,127.3,808.3,527.7
1648916078,3,100,337,37,14,15,696,14.3,0.4,26.6,4.8,41.2,130.6,846.2,553.2
1648916108,3,100,337,35,14,16,683,24.2,0.9,57.7,8.1,41.1,130.3,842.4,550.7
1648916138,3,100,337,36,6,12,527,10.5,0.2,25.3,3.5,39.1,126.2,796.3,519.6
1648916168,3,100,337,36,13,19,786,28.6,1.3,58.3,9.5,41.7,131.7,857.9,561.1
1648916198,3,100,337,37,14,23,785,31.1,1.2,54.1,10.4,42.4,133,873,571.4
1648916228,3,100,337,36,8,17,699,17.2,0.2,36.3,5.7,40.6,129.3,831.7,543.5
1648916258,3,100,337,36,13,24,825,25.6,0.8,53.5,8.5,42.5,133.2,875.4,572.9
1648916288,3,100,337,35,10,20,682,23.3,1.3,47.4,7.8,41,130.2,841.3,549.9
1648916318,3,100,337,36,12,16,671,23.5,1,43.4,7.8,41,130.1,839.7,548.8
1648916348,3,100,337,34,8,12,572,22.3,0.9,43.4,7.4,39.5,126.8,803.7,524.6
1648916378,3,100,337,38,14,20,813,31.1,1.3,72.7,10.4,42.4,133,873,571.3
1648916408,3,100,337,34,12,22,818,18.1,0.4,43.1,6,41.9,132,861.8,563.7
1648916438,3,100,337,37,10,16,600,18.4,0.2,45.8,6.1,40.5,129.2,829.6,542.1
1648916468,3,100,337,35,14,20,695,14.2,0.1,29,4.7,41.6,131.4,855.2,559.3
1648916498,3,100,337,35,7,12,559,16.9,0.4,36.7,5.6,39.4,126.7,801.9,523.4
1648916528,3,100,337,34,10,14,592,16.9,0.2,35.5,5.6,40.1,128.2,818.8,534.7
1648916558,3,100,337,35,6,16,513,16.3,0.4,33.8,5.4,39.6,127.1,806.4,526.4
1648916588,3,100,337,34,8,13,551,16.5,0.3,27.9,5.5,39.6,127.1,806.4,526.4
1648916618,3,100,337,37,13,15,670,26,1.3,47.4,8.7,41.2,130.5,845,552.5
1648916648,3,100,337,37,8,16,671,25.2,0.8,56.8,8.4,40.6,129.3,831.6,543.4
1648916678,3,100,337,35,9,12,571,13.5,0.4,31,4.5,39.8,127.5,811.5,529.8
1648916708,3,100,337,35,8,13,577,15.6,0.2,25.8,5.2,39.8,127.5,811.2,529.7
1648916738,3,100,337,36,10,16,653,22.2,0.8,35.9,7.4,40.7,129.5,833.9,544.9
1648916768,3,100,337,34,10,16,608,23.6,0.9,50.7,7.9,40.3,128.7,824.9,538.9
1648916798,3,100,337,34,8,15,647,22.9,0.5,55.2,7.6,40.1,128.3,819.6,535.3
1648916828,3,100,337,37,13,23,798,23.7,1,45.1,7.9,42.5,133.4,877.4,574.3
1648916858,3,100,337,34,8,12,545,17.3,0.1,40.6,5.8,39.5,127,805.7,525.9
1648916888,3,100,337,36,12,17,650,16.7,0.1,37.9,5.6,41.2,130.5,844.5,552.1
1648916918,3,100,337,36,10,12,522,12.7,0.3,21.5,4.2,39.9,127.9,815.1,532.3
1648916948,3,100,337,37,8,17,630,21,1.3,33,7,40.7,129.4,832.6,544.1
1648916978,3,100,337,36,7,15,600,15.4,0.4,29.1,5.1,40.1,128.3,819.5,535.2
1648917008,3,100,337,35,10,14,569,20,0.5,46.1,6.7,40.2,128.4,821.4,536.5
1648917038,3,100,337,36,11,16,577,21.9,0.7,50.7,7.3,40.7,129.4,832.6,544.1
1648917068,3,100,337,35,11,16,755,16.3,0.2,27.1,5.4,41.2,130.6,845.6,552.8
1648917098,3,100,337,37,9,12,549,17.6,0.2,34.9,5.9,40,128,816.8,533.4
1648917128,3,100,337,37,13,21,770,17.9,0.4,29.4,6,42.3,133,872.4,570.9
1648917158,3,100,337,37,15,24,789,17.2,0.4,27.5,5.7,43,134.3,887.6,581.1
1648917188,3,100,337,34,13,17,718,28.4,0.9,57.4,9.5,41.4,131,850.7,556.3
1648917218,3,100,337,36,10,16,630,18.3,0.1,33.6,6.1,40.8,129.7,836.2,546.5
1648917248,3,100,337,37,9,23,792,29.2,1.4,72,9.7,42.1,132.4,866.3,566.8
1648917278,3,100,337,37,9,13,544,21.3,0.8,52.5,7.1,40.2,128.4,820.9,536.2
1648917308,3,100,337,37,17,20,832,29.3,0.9,59.1,9.8,43,134.4,888.1,581.5
1648917338,3,100,337,35,10,16,575,11.8,0.2,23.7,3.9,40.5,129.1,828.9,541.6
1648917368,3,100,337,37,16,18,831,26.2,0.7,62.8,8.7,42.7,133.7,880.1,576.1
1648917398,3,100,337,37,12,15,647,16,0.1,26.7,5.3,41.2,130.5,844.2,551.9
1648917428,4,100,303,33,13,16,753,15.9,0.4,27.7,5.3,42.6,133.5,878.6,575.1
1648917458,4,100,303,34,10,18,636,22.9,1.2,55.3,7.6,41.8,131.9,860,562.5
1648917488,4,100,303,34,10,18,724,23.8,1.2,39.8,7.9,42.3,132.9,871.4,570.3
1648917518,4,100,303,31,9,16,669,18.7,0.1,38.3,6.2,41,130.2,841,549.7
1648917548,4,100,303,31,8,16,523,16.5,0,33.8,5.5,40,128,817.2,533.7
1648917578,4,100,303,31,9,13,471,16.8,0.4,25.8,5.6,39.5,126.9,804.4,525.1
